sample_date_utc,year_month,year,month,taxon_name,taxon_group,taxon_per_m3,plankton_type
2016-04-17T01:57:18Z,2016/4,2016,4,Canthocalanus pauper m,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Centropages furcatus f,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Centropages furcatus j,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Centropages orsinii m,COPEPOD,1.3333,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Copepod damaged / unidentified,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Ditrichocorycaeus asiaticus m,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Calanopia elliptica m,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Calanopia elliptica f,COPEPOD,0.6667,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Calanoid j,COPEPOD,10,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Acrocalanus spp. f,COPEPOD,2,zooplankton
2016-04-17T01:57:18Z,2016/4,2016,4,Acartia spp. j,COPEPOD,1.3333,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Barnacle nauplii,NON-COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Bivalve,NON-COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Chaetognatha,NON-COPEPOD,35.3333,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Decapod larvae,NON-COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Oikopleuridae,NON-COPEPOD,11.3333,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Ostracod,NON-COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Sergestid protozoea,NON-COPEPOD,1.3333,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Siphonophore,NON-COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Stomatopod,NON-COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Canthocalanus pauper f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Candacia spp. j,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Calocalanus spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Calanopia elliptica f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Calanoid j,COPEPOD,6.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Calanidae f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Acrocalanus spp. f,COPEPOD,2,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Acartia pacifica f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Canthocalanus pauper m,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Centropages furcatus f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Centropages furcatus j,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Copepod damaged / unidentified,COPEPOD,1.3333,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Corycaeidae j,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Corycaeidae m,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Ditrichocorycaeus asiaticus m,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Labidocera minuta f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Labidocera spp. m,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Oithona plumifera f,COPEPOD,2,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Oithona spp. j,COPEPOD,2,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Oncaea spp. j,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Paracalanus aculeatus f,COPEPOD,0.6667,zooplankton
2016-04-17T04:53:35Z,2016/4,2016,4,Subeucalanus spp. j,COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Undinula vulgaris CIV,COPEPOD,2.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Centropages furcatus j,COPEPOD,2,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Labidocera minuta m,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Oithona Grp3 (pointy head) f,COPEPOD,2,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Oithona plumifera f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Oithona spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Paracalanus aculeatus f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Paracalanus indicus f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Centropages furcatus f,COPEPOD,2.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Canthocalanus pauper m,COPEPOD,2.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Canthocalanus pauper f,COPEPOD,6,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Canthocalanus pauper,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Siphonophore,NON-COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Candacia spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Candacia discaudata m,COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Candacia discaudata f,COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Cavoliniidae body,NON-COPEPOD,2.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Undinula vulgaris CV,COPEPOD,5.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Barnacle nauplii,NON-COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Corycaeidae f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Ditrichocorycaeus asiaticus m,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Ditrichocorycaeus spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Bivalve,NON-COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Brachyuran zoea,NON-COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Chaetognatha,NON-COPEPOD,19.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Acrocalanus spp. f,COPEPOD,2,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Calanid CV,COPEPOD,8,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Calanoid j,COPEPOD,6,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Calanopia elliptica f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Calanopia elliptica m,COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Copepod damaged / unidentified,COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Parvocalanus crassirostris f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Subeucalanus spp.,COPEPOD,1.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Subeucalanus spp. j,COPEPOD,5.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Subeucalanus subcrassus f,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Decapod larvae,NON-COPEPOD,5.3333,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Fish larvae,NON-COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Oikopleuridae,NON-COPEPOD,4.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Prosobranch,NON-COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Subeucalanus subcrassus m,COPEPOD,0.6667,zooplankton
2016-04-17T07:49:53Z,2016/4,2016,4,Tortanus spp.,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Nauplii poecilostomatoida / cyclopoid,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Stomatopod,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Siphonophore,NON-COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Polychaete larvae,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Ostracod,NON-COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oikopleuridae,NON-COPEPOD,12,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Mysid,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Fish larvae,NON-COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Euphausid larvae,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Euconchoecia aculeata,NON-COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Doliolum oozoid spp.,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Decapod larvae,NON-COPEPOD,10,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Chaetognatha,NON-COPEPOD,43.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Bryozoan (Cyphonaute larvae),NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Brachyuran zoea,NON-COPEPOD,2.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Brachiopoda larvae,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Bivalve,NON-COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Barnacle nauplii,NON-COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Tortanus spp. m,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Tortanus spp. j,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Tortanus gracilis m,COPEPOD,2.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Tortanus gracilis f,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Subeucalanus spp. m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Subeucalanus spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Subeucalanus spp.,COPEPOD,19.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Paracalanus spp. f,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Paracalanus aculeatus f,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oncaea spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oncaea spp.,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oithona spp. j,COPEPOD,3.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oithona spp. f,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oithona spp.,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Oithona plumifera f,COPEPOD,15.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Nauplii calanoid,COPEPOD,4,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Labidocera spp. j,COPEPOD,3.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Labidocera acuta m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Euchaeta spp. j,COPEPOD,2.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Ditrichocorycaeus spp. f,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Ditrichocorycaeus lubbocki f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Ditrichocorycaeus erythraeus f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Ditrichocorycaeus asiaticus m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Ditrichocorycaeus asiaticus f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Corycaeidae m,COPEPOD,2.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Corycaeidae,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Copepod damaged / unidentified,COPEPOD,18,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Clausocalanus arcuicornis f,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Centropages orsinii f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Centropages furcatus m,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Centropages furcatus j,COPEPOD,2.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Centropages furcatus f,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Canthocalanus pauper m,COPEPOD,6.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Canthocalanus pauper f,COPEPOD,10.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Candacia spp. j,COPEPOD,4.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Candacia spp. f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Candacia discaudata m,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Candacia bradyi m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Candacia bradyi f,COPEPOD,2,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Calanopia elliptica m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Calanopia elliptica f,COPEPOD,1.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Calanopia aurivilli m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Calanoid j,COPEPOD,28.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Calanid CV,COPEPOD,3.3333,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Bestiolina similis f,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Acrocalanus spp. m,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Acrocalanus spp. f,COPEPOD,10,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Acartia spp. j,COPEPOD,0.6667,zooplankton
2016-04-17T12:14:18Z,2016/4,2016,4,Acartia pacifica f,COPEPOD,0.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Acrocalanus spp. f,COPEPOD,34.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Bivalve,NON-COPEPOD,9.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Undinula vulgaris m,COPEPOD,6.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Undinula vulgaris f,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Undinula vulgaris CV,COPEPOD,26.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Undinula vulgaris CIV,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Tortanus spp. m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Tortanus spp. j,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Tortanus spp.,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Tortanus gracilis m,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Subeucalanus subcrassus f,COPEPOD,9.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Subeucalanus spp. j,COPEPOD,17.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Subeucalanus spp.,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Subeucalanus pileatus f,COPEPOD,10.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Paracalanus aculeatus f,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Onychocorycaeus catus f,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Oithona spp. j,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Oithona plumifera f,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Oithona Grp3 (pointy head) f,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Nauplii copepod,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Microsetella spp. f,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Labidocera minuta m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Labidocera acuta m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Labidocera acuta f,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Euchaeta spp. m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Euchaeta rimana m,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Ditrichocorycaeus spp. m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Ditrichocorycaeus spp.,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Ditrichocorycaeus dahli f,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Ditrichocorycaeus asiaticus m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Ditrichocorycaeus asiaticus f,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Corycaeidae,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Copepod damaged / unidentified,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Centropages furcatus m,COPEPOD,5.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Centropages furcatus j,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Centropages furcatus f,COPEPOD,5.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Canthocalanus pauper m,COPEPOD,30.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Canthocalanus pauper f,COPEPOD,42.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Canthocalanus pauper,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Candacia discaudata m,COPEPOD,9.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Candacia discaudata f,COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanopia spp. j,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanopia minor m,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanopia minor f,COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanopia elliptica m,COPEPOD,6.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanopia elliptica f,COPEPOD,9.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanoid j,COPEPOD,18.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Calanid CV,COPEPOD,10.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Acrocalanus spp. m,COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Stomatopod,NON-COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Siphonophore,NON-COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Prosobranch,NON-COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Polychaete larvae,NON-COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Ostracod,NON-COPEPOD,18.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Oikopleuridae,NON-COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Lucifer spp.,NON-COPEPOD,2.6667,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Limacina,NON-COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Hyperiid amphipod,NON-COPEPOD,1.3333,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Decapod larvae,NON-COPEPOD,56,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Chaetognatha,NON-COPEPOD,24,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Cavoliniidae body,NON-COPEPOD,4,zooplankton
2016-04-17T16:38:44Z,2016/4,2016,4,Brachyuran zoea,NON-COPEPOD,4,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Canthocalanus pauper f,COPEPOD,3.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Canthocalanus pauper m,COPEPOD,7.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Centropages furcatus f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Centropages furcatus j,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Centropages furcatus m,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Candacia discaudata f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Candacia bradyi m,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Calanopia aurivilli m,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Calanoid j,COPEPOD,10,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Calanid CV,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Acrocalanus spp. f,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Acartia pacifica f,COPEPOD,3.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Stomatopod,NON-COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Siphonophore,NON-COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Oikopleuridae,NON-COPEPOD,25.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Fish scales,NON-COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Fish larvae,NON-COPEPOD,3.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Decapod larvae,NON-COPEPOD,2.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Chaetognatha,NON-COPEPOD,18,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Bryozoan (Cyphonaute larvae),NON-COPEPOD,2,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Bivalve,NON-COPEPOD,2,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Clausocalanus arcuicornis f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Clausocalanus furcatus f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Copepod damaged / unidentified,COPEPOD,6.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Ditrichocorycaeus asiaticus f,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Ditrichocorycaeus asiaticus m,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Ditrichocorycaeus lubbocki f,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Eucalanidae j,COPEPOD,2,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Euchaeta concinna f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Euchaeta spp.,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Nauplii calanoid,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Oithona plumifera f,COPEPOD,6.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Oithona spp. j,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Oncaea spp.,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Oncaea venusta typica f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Onychocorycaeus catus f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Onychocorycaeus catus m,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Paracalanus aculeatus f,COPEPOD,28,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Paracalanus indicus f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Paracalanus spp. f,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Scolecithrix danae m,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Subeucalanus crassus f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Subeucalanus subcrassus f,COPEPOD,0.6667,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Undinula vulgaris f,COPEPOD,1.3333,zooplankton
2016-08-17T00:12:29Z,2016/8,2016,8,Urocorycaeus longistylis m,COPEPOD,0.6667,zooplankton
